epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8564140796661377,0.9340733885765076,0.3260425627231598,1e-04,0.8663265109062195,0.8435171246528625,0.9026845693588257,0.9693328738212585,0.23835605382919312,0.9451696872711182,0.8457943797111511
1,0.8687320947647095,0.9440107941627502,0.30082985758781433,1e-04,0.8811906576156616,0.8529557585716248,0.899328887462616,0.9741260409355164,0.24965952336788177,0.95923912525177,0.8247663378715515
2,0.8708473443984985,0.9431884288787842,0.30362626910209656,1e-04,0.8826844096183777,0.8559364080429077,0.9306487441062927,0.9753994941711426,0.19971279799938202,0.921658992767334,0.9345794320106506
3,0.8796814680099487,0.9492238163948059,0.28702738881111145,1e-04,0.8920789361000061,0.8643814921379089,0.9060402512550354,0.9643214344978333,0.24438558518886566,0.8981481194496155,0.9065420627593994
4,0.8801791667938232,0.9519912004470825,0.27928078174591064,1e-04,0.8923904895782471,0.8651266694068909,0.9149888157844543,0.9747629165649414,0.24023878574371338,0.8760683536529541,0.9579439163208008
5,0.8857782483100891,0.9574193954467773,0.2630801796913147,1e-04,0.8940162062644958,0.8758072257041931,0.926174521446228,0.9782975316047668,0.19100841879844666,0.9040178656578064,0.9462617039680481
6,0.891626238822937,0.959105372428894,0.25794342160224915,1e-04,0.9000760912895203,0.8815200924873352,0.8959731459617615,0.9675629734992981,0.2601005733013153,0.9419525265693665,0.8341121673583984
7,0.8951101303100586,0.9599601626396179,0.25533875823020935,1e-04,0.9021986126899719,0.8867362141609192,0.891498863697052,0.9600421190261841,0.2719913721084595,0.8528784513473511,0.9345794320106506
8,0.8902575373649597,0.9585958123207092,0.25963929295539856,1e-04,0.894182562828064,0.8857426643371582,0.9485458731651306,0.9826797246932983,0.1637129932641983,0.9380733966827393,0.9556074738502502
9,0.9007092118263245,0.9658839702606201,0.23530535399913788,1e-04,0.909436821937561,0.8904619812965393,0.8970917463302612,0.9625065326690674,0.2667519152164459,0.8620689511299133,0.9345794320106506
10,0.8990917205810547,0.9664663672447205,0.23371170461177826,1e-04,0.9070650935173035,0.8897168636322021,0.926174521446228,0.9791648983955383,0.1950250267982483,0.893478274345398,0.9602803587913513
11,0.9027000069618225,0.967208743095398,0.23024678230285645,1e-04,0.9104251265525818,0.8936910033226013,0.9306487441062927,0.9795635938644409,0.20843204855918884,0.8877118825912476,0.9789719581604004
12,0.9320641756057739,0.9824231863021851,0.16945780813694,1e-05,0.9396159648895264,0.9237456321716309,0.9574943780899048,0.9886938333511353,0.14098599553108215,0.9391891956329346,0.9742990732192993
13,0.9421426057815552,0.9866366386413574,0.14764098823070526,1e-05,0.9495077133178711,0.934177815914154,0.9541386961936951,0.9895612001419067,0.14114242792129517,0.9328858852386475,0.9742990732192993
14,0.9440089464187622,0.9875691533088684,0.1399710327386856,1e-05,0.9494720697402954,0.938152015209198,0.963087260723114,0.990373432636261,0.130080446600914,0.9498860836029053,0.9742990732192993
15,0.9472439885139465,0.9889418482780457,0.13341929018497467,1e-05,0.9543390274047852,0.9396423101425171,0.9664429426193237,0.9899422526359558,0.1301431655883789,0.9502262473106384,0.9813084006309509
16,0.946746289730072,0.9895757436752319,0.12969328463077545,1e-05,0.9538345336914062,0.939145565032959,0.9597315192222595,0.9904059767723083,0.14092229306697845,0.9375,0.9813084006309509
17,0.9523454308509827,0.9900956749916077,0.12438684701919556,1e-05,0.9568597674369812,0.9475906491279602,0.9653244018554688,0.9911606311798096,0.12520895898342133,0.9480812549591064,0.9813084006309509
18,0.9484882354736328,0.9905661940574646,0.12263117730617523,1e-05,0.9539969563484192,0.9426229596138,0.9519015550613403,0.9897692799568176,0.1513713002204895,0.9268292784690857,0.9766355156898499
19,0.9547094702720642,0.9914847016334534,0.11554168164730072,1e-05,0.9609768390655518,0.9480874538421631,0.9541386961936951,0.990744411945343,0.13259129226207733,0.9328858852386475,0.9742990732192993
20,0.9540873169898987,0.9913131594657898,0.11682555079460144,1e-05,0.9590760469436646,0.9488325715065002,0.9574943780899048,0.9902255535125732,0.1256076842546463,0.9352678656578064,0.9789719581604004
21,0.9568246603012085,0.9924445152282715,0.10919938236474991,1e-06,0.9620698094367981,0.9513164162635803,0.9552572965621948,0.9901503324508667,0.13223598897457123,0.9311110973358154,0.9789719581604004
22,0.9571979641914368,0.9927138090133667,0.10732582956552505,1e-06,0.9616349339485168,0.9525583982467651,0.9574943780899048,0.989942193031311,0.137209951877594,0.9352678656578064,0.9789719581604004
23,0.9548338651657104,0.992264449596405,0.10931682586669922,1e-06,0.9586777091026306,0.9508196711540222,0.9541386961936951,0.9902530908584595,0.1345200389623642,0.9309576749801636,0.9766355156898499
24,0.9543361663818359,0.9908542633056641,0.11834416538476944,1e-07,0.9572606682777405,0.9513164162635803,0.9530201554298401,0.9902405142784119,0.13284003734588623,0.9288889169692993,0.9766355156898499
25,0.955456018447876,0.9917315244674683,0.1136719211935997,1e-07,0.9571285843849182,0.9538003206253052,0.9541386961936951,0.9902531504631042,0.13375313580036163,0.9309576749801636,0.9766355156898499
26,0.9559537172317505,0.9920932650566101,0.11272057145833969,1e-07,0.9569437503814697,0.9550422430038452,0.9563758373260498,0.9902656078338623,0.13271117210388184,0.9351230263710022,0.9766355156898499
27,0.9580689072608948,0.9929842352867126,0.1044769287109375,1e-08,0.9626285433769226,0.9533035159111023,0.9552572965621948,0.9902706742286682,0.13392220437526703,0.9330357313156128,0.9766355156898499
