epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8732113838195801,0.9468127489089966,0.29629477858543396,1e-04,0.8869139552116394,0.8558290004730225,0.9731543660163879,0.9950812458992004,0.09838692098855972,0.966292142868042,0.9794988632202148
1,0.8788105249404907,0.9515664577484131,0.28091418743133545,1e-04,0.8874205946922302,0.8680089712142944,0.9742729067802429,0.9952690601348877,0.0999917984008789,0.970588207244873,0.9772209525108337
2,0.8798059225082397,0.9518242478370667,0.28139349818229675,1e-04,0.8878456950187683,0.8697489500045776,0.9664429426193237,0.9945780634880066,0.09642128646373749,0.9595505595207214,0.9726651310920715
3,0.8871469497680664,0.956057608127594,0.26847565174102783,1e-04,0.8982617855072021,0.8734775185585022,0.9731543660163879,0.9941650629043579,0.09637327492237091,0.9726651310920715,0.9726651310920715
4,0.8856538534164429,0.9529145359992981,0.2781466245651245,1e-04,0.8917213678359985,0.878200352191925,0.9709172248840332,0.995148777961731,0.09345376491546631,0.9599109292030334,0.981776773929596
5,0.8953589797019958,0.9608253836631775,0.25351086258888245,1e-04,0.9033975601196289,0.8856574892997742,0.9709172248840332,0.995309054851532,0.08891493827104568,0.9619686603546143,0.9794988632202148
6,0.8877690434455872,0.9575027823448181,0.26386967301368713,1e-04,0.8941652178764343,0.8799403309822083,0.9720357656478882,0.9953492283821106,0.08767341822385788,0.9662162065505981,0.9772209525108337
7,0.891501784324646,0.9595775008201599,0.2574109435081482,1e-04,0.9030442833900452,0.8774546384811401,0.9720357656478882,0.994780957698822,0.090251125395298,0.9704545736312866,0.9726651310920715
8,0.8942391276359558,0.9599467515945435,0.2560320794582367,1e-04,0.9007325172424316,0.8864032030105591,0.9742729067802429,0.9954867362976074,0.08856288343667984,0.9684684872627258,0.9794988632202148
9,0.8919994831085205,0.9615268111228943,0.2501983344554901,1e-04,0.8990640044212341,0.8834203481674194,0.9653244018554688,0.9949660301208496,0.09434744715690613,0.9553571343421936,0.9749430418014526
10,0.8999626636505127,0.9626159071922302,0.24681760370731354,1e-05,0.9130100011825562,0.8844146132469177,0.9697986841201782,0.9951138496398926,0.09087412804365158,0.9639639854431152,0.9749430418014526
11,0.900335967540741,0.9663031697273254,0.23528848588466644,1e-05,0.9037594199180603,0.8963460326194763,0.9686800837516785,0.9953064918518066,0.09008481353521347,0.9597315192222595,0.9772209525108337
12,0.9007092118263245,0.9655370116233826,0.23753586411476135,1e-05,0.9087452292442322,0.8911260366439819,0.9686800837516785,0.9953416585922241,0.08892347663640976,0.9617977738380432,0.9749430418014526
13,0.902202308177948,0.9647291302680969,0.2395113706588745,1e-06,0.9127773642539978,0.8896346092224121,0.9709172248840332,0.9953666925430298,0.08871769160032272,0.9619686603546143,0.9794988632202148
14,0.9034465551376343,0.9661855101585388,0.23548153042793274,1e-06,0.9061796069145203,0.9003231525421143,0.9709172248840332,0.9952263832092285,0.09000059962272644,0.9640449285507202,0.9772209525108337
15,0.90133136510849,0.9651169776916504,0.24066796898841858,1e-06,0.9059829115867615,0.8958488702774048,0.9697986841201782,0.9953817129135132,0.0892534852027893,0.9618834257125854,0.9772209525108337
16,0.9005848169326782,0.9658902287483215,0.23685163259506226,1e-07,0.9091370701789856,0.890380322933197,0.9697986841201782,0.9952189326286316,0.08876871317625046,0.9618834257125854,0.9772209525108337
